"Season","Squad","Comp","Player","Nation","Pos","Age","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","MP","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA_Types","PassDead_SCA_Types","TO_SCA_Types","Sh_SCA_Types","Fld_SCA_Types","Def_SCA_Types","GCA_GCA","GCA90_GCA","PassLive_GCA_Types","PassDead_GCA_Types","TO_GCA_Types","Sh_GCA_Types","Fld_GCA_Types","Def_GCA_Types","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"2022-2023","Sparta Rotterdam","Eredivisie","Rick Meijssen","NED","DF","20",0,42,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,0,0,0,0,0,0,0.18,0,0.18,0.18,0.18,4,0.5,0,0,0,0,0,0,0,NA,0,1,1,0,1,1,3,0,17,18,94.4,325,91,7,8,87.5,8,8,100,2,2,100,0,0,0,0,1,0,0,0,0,1,0,0,2.14,0,0,NA,9.6,0,0,0,0.08,-0.1,-0.1,18,16,2,1,0,0,0,1,0,0,0,0,17,0,0,2,4.29,1,0,0,0,0,1,1,2.14,1,0,0,0,0,0,25,3,15,10,1,1,25,1,0,0,1,100,13,84,61,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,1,1,50
"2022-2023","Sparta Rotterdam","Eredivisie","Omar Rekik","TUN","DF,MF","20",0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0.4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,10,11,90.9,171,28,3,3,100,6,7,85.7,0,0,NA,0,0,0,0,1,0,0,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,11,11,0,0,0,0,0,0,0,0,0,0,10,0,0,1,2.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,4,8,0,0,12,0,0,NA,0,NA,8,46,34,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,2,1,1,50
"2022-2023","Sparta Rotterdam","Eredivisie","Mohammed Tahiri","NED","FW,MF","22",0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.16,0,0.16,0.16,0.16,5,0.2,2,2,1,1,0,0,0,NA,0,0,0,0,0,2,0,0,5,10,50,70,0,4,6,66.7,1,3,33.3,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,4.74,0,0,NA,13.3,0,0,0,0.04,0,0,10,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,7,5,2,14,1,0,0,1,100,6,25,8,0,0,0,0,1,6,3,0,0,0,0,0,2,0,0,0,2,1,2,33.3
"2022-2023","Sparta Rotterdam","Eredivisie","Charles-Andréas Brym","CAN","FW,DF","23",0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,2,4,50,32,2,0,1,0,2,3,66.7,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0,1,8.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,3,4,0,8,1,0,0,1,100,8,34,12,1,1,0,1,3,7,1,0,1,1,0,1,0,0,0,0,3,0,0,NA
"2022-2023","Sparta Rotterdam","Eredivisie","Elias Hoff Melkersen","NOR","FW","19",0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,6,50,65,34,0,2,0,3,3,100,0,0,NA,0,0,0,0,0,1,0,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,8.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,4,2,0,7,1,1,100,0,0,5,66,43,1,2,0,0,1,7,1,0,0,0,1,0,0,0,0,0,2,2,2,50
"2022-2023","Sparta Rotterdam","Eredivisie","Patrick Brouwer","NED","FW,MF","21",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2022-2023","Sparta Rotterdam","Eredivisie","Dano Lourens","NED","MF","18",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2022-2023","Sparta Rotterdam","Eredivisie","Rayvien Rosario","DOM","FW","18",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
"2022-2023","Sparta Rotterdam","Eredivisie","Dylan van Wageningen","NED","FW","19",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,NA,0,NA,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2022-2023","Utrecht","Eredivisie","Jens Toornstra","NED","MF","33",28,2330,25.9,1,5,6,1,0,0,7,0,1.1,1.1,4.7,5.8,23,155,59,0.04,0.19,0.23,0.04,0.23,0.04,0.18,0.22,0.04,0.22,28,25.9,37,24,13,14,10,20,52,38.5,32,35,7,28,32,69,24,1,1156,1529,75.6,21577,7769,497,579,85.8,448,545,82.2,169,313,54,4.7,6.4,0.3,52,137,38,5,155,1,19,5,26.3,0.73,0.19,0.05,0.2,23.6,3,0,0,0.06,-0.1,-0.1,1529,1359,166,66,7,7,116,17,80,20,46,0,1156,4,26,97,3.75,59,33,3,2,0,0,11,0.42,10,1,0,0,0,0,1754,62,372,965,439,18,1754,30,15,50,13,43.3,861,4216,1735,23,36,2,35,19,1123,59,0,17,7,2,116,24,0,1,0,196,4,10,28.6
"2022-2023","Utrecht","Eredivisie","Sander van de Streek","NED","MF","29",26,2218,24.6,9,2,11,9,0,0,4,0,6.4,6.4,3.1,9.5,33,71,123,0.37,0.08,0.45,0.37,0.45,0.26,0.13,0.39,0.26,0.39,28,24.6,46,25,18,26,2,19,57,33.3,38,23,8,15,21,67,30,0,505,760,66.4,7798,1944,270,352,76.7,168,239,70.3,38,70,54.3,3.1,2.8,-1.1,26,49,16,3,71,9,53,25,47.2,2.15,1.01,0.17,0.36,13.6,0,0,0,0.12,2.6,2.6,760,745,11,3,5,3,19,1,0,0,0,0,505,4,37,61,2.48,47,0,0,7,5,2,7,0.28,5,0,0,1,1,0,1058,40,170,547,348,92,1058,32,12,37.5,16,50,499,2074,968,33,21,8,48,21,680,123,0,32,36,3,19,25,2,0,0,112,80,70,53.3
"2022-2023","Utrecht","Eredivisie","Sean Klaiber","SUR","DF","28",25,2230,24.8,1,4,5,1,0,0,4,0,1.2,1.2,3.1,4.2,42,145,105,0.04,0.16,0.2,0.04,0.2,0.05,0.12,0.17,0.05,0.17,28,24.8,73,52,39,28,6,33,63,52.4,30,32,11,21,47,120,53,1,1233,1608,76.7,20310,8149,627,712,88.1,465,592,78.5,107,218,49.1,3.1,4,0.9,27,114,43,14,145,1,22,4,18.2,0.89,0.16,0.05,0.25,21.9,0,0,0,0.05,-0.2,-0.2,1608,1366,240,13,4,13,82,227,0,0,0,0,1233,2,31,59,2.38,52,4,2,1,0,0,8,0.32,6,0,1,1,0,0,1915,116,631,846,453,45,1915,44,22,50,20,45.5,901,4688,2194,42,35,4,46,17,1046,105,0,30,4,4,82,52,0,0,0,232,26,19,57.8
"2022-2023","Utrecht","Eredivisie","Othman Boussaid","BEL","FW,MF","22",25,2084,23.2,3,5,8,3,0,0,3,0,2.8,2.8,3.6,6.5,76,109,121,0.13,0.22,0.35,0.13,0.35,0.12,0.16,0.28,0.12,0.28,32,23.2,15,8,4,8,3,9,35,25.7,26,15,1,14,32,47,13,0,761,1033,73.7,13826,4167,328,390,84.1,315,397,79.3,91,175,52,3.6,5.1,1.4,34,76,45,19,109,3,40,8,20,1.73,0.35,0.08,0.38,20.5,0,0,0,0.07,0.2,0.2,1033,953,73,5,7,20,81,31,8,5,2,0,761,7,20,86,3.71,60,5,8,8,5,0,12,0.52,6,2,0,2,2,0,1270,27,217,605,466,48,1270,88,25,28.4,51,58,813,5278,2461,76,56,21,36,23,876,121,0,6,26,2,81,8,2,0,0,162,5,11,31.3
"2022-2023","Utrecht","Eredivisie","Mark van der Maarel","NED","DF","32",24,2190,24.3,0,0,0,0,0,0,5,0,0.7,0.7,1.1,1.8,5,85,39,0,0,0,0,0,0.03,0.05,0.07,0.03,0.07,29,24.3,50,28,32,15,3,30,67,44.8,37,32,9,23,35,85,77,1,986,1234,79.9,18731,7881,402,447,89.9,449,566,79.3,126,181,69.6,1.1,1.9,-1.1,8,72,11,2,85,0,7,1,14.3,0.29,0.04,0,0,13.5,0,0,0,0.09,-0.7,-0.7,1234,1064,168,22,0,12,16,146,0,0,0,0,986,2,21,25,1.03,20,4,0,1,0,0,3,0.12,3,0,0,0,0,0,1464,131,649,646,175,22,1464,2,0,0,2,100,619,2260,978,5,5,0,8,1,820,39,0,31,8,0,16,28,0,0,0,126,19,25,43.2
"2022-2023","Utrecht","Eredivisie","Anastasios Douvikas","GRE","FW","22",24,2140,23.8,19,4,23,16,3,4,1,0,15.7,12.5,3.8,16.4,35,29,152,0.8,0.17,0.97,0.67,0.84,0.66,0.16,0.82,0.53,0.69,32,23.8,30,19,5,19,6,9,26,34.6,17,17,1,16,2,32,26,0,291,441,66,4047,573,159,213,74.6,93,134,69.4,14,25,56,3.8,2.5,0.2,20,21,11,2,29,19,76,35,46.1,3.2,1.47,0.21,0.46,12.6,0,3,4,0.16,3.3,3.5,441,422,16,0,1,4,11,1,0,0,0,0,291,3,22,49,2.06,31,0,5,6,6,1,5,0.21,2,0,2,1,0,0,824,32,71,374,392,142,820,69,27,39.1,37,53.6,446,2175,732,35,19,15,101,52,597,152,0,21,42,4,11,19,0,0,0,75,64,88,42.1
"2022-2023","Utrecht","Eredivisie","Mike van der Hoorn","NED","DF","29",24,2092,23.2,1,1,2,1,0,0,3,1,2,2,1.2,3.2,19,100,6,0.04,0.04,0.09,0.04,0.09,0.09,0.05,0.14,0.09,0.14,25,23.2,21,13,16,5,0,17,24,70.8,7,27,13,14,19,40,98,0,1105,1352,81.7,23180,9374,314,356,88.2,618,703,87.9,161,263,61.2,1.2,1.5,-0.2,10,106,9,1,100,1,23,4,17.4,0.99,0.17,0.04,0.25,9.6,0,0,0,0.09,-1,-1,1352,1324,26,24,1,5,3,2,0,0,0,0,1105,2,12,29,1.25,21,0,1,5,2,0,4,0.17,3,0,0,1,0,0,1586,211,774,746,72,46,1586,11,5,45.5,1,9.1,855,4053,2503,19,6,1,12,5,1051,6,0,15,18,0,3,13,0,0,0,135,90,44,67.2
"2022-2023","Utrecht","Eredivisie","Modibo Sagnan","FRA","DF","23",22,1809,20.1,1,0,1,1,0,0,3,0,0.6,0.6,0,0.6,10,39,3,0.05,0,0.05,0.05,0.05,0.03,0,0.03,0.03,0.03,23,20.1,41,20,31,8,2,22,30,73.3,8,29,14,15,23,64,104,1,824,998,82.6,17005,6855,231,255,90.6,486,552,88,101,166,60.8,0,0.3,0,0,40,1,0,39,1,7,1,14.3,0.35,0.05,0.14,1,14.9,0,0,0,0.09,0.4,0.4,998,985,12,11,0,7,1,1,0,0,0,0,824,1,7,12,0.6,10,0,1,0,0,1,4,0.2,2,0,1,0,0,1,1260,201,698,544,24,11,1260,5,3,60,2,40,654,3041,1524,10,6,1,13,3,766,3,0,17,7,0,1,20,0,0,0,98,49,39,55.7
"2022-2023","Utrecht","Eredivisie","Taylor Booth","USA","FW,MF","21",20,1553,17.3,2,4,6,2,0,0,5,0,2.2,2.2,3.2,5.5,56,58,105,0.12,0.23,0.35,0.12,0.35,0.13,0.19,0.32,0.13,0.32,24,17.3,30,15,16,8,6,14,29,48.3,15,12,1,11,9,39,9,0,487,685,71.1,8089,2207,229,268,85.4,183,245,74.7,49,115,42.6,3.2,3.6,0.8,30,36,25,16,58,2,27,13,48.1,1.56,0.75,0.07,0.15,20.1,0,0,0,0.08,-0.2,-0.2,685,605,79,20,6,6,105,17,40,22,15,0,487,1,25,52,3.01,33,11,3,4,1,0,6,0.35,3,2,1,0,0,0,891,16,131,388,391,29,891,74,25,33.8,35,47.3,547,3919,1639,56,53,11,52,22,615,105,0,24,31,1,105,15,0,0,0,73,6,10,37.5
"2022-2023","Utrecht","Eredivisie","Nick Viergever","NED","DF","32",18,1629,18.1,2,0,2,2,0,0,1,0,0.9,0.9,0.2,1.1,32,59,10,0.11,0,0.11,0.11,0.11,0.05,0.01,0.06,0.05,0.06,19,18.1,32,21,20,9,3,21,37,56.8,16,22,9,13,19,51,56,0,816,1001,81.5,15866,6861,280,314,89.2,438,518,84.6,88,142,62,0.2,0.8,-0.2,4,50,4,2,59,2,3,2,66.7,0.17,0.11,0.67,1,6.9,0,0,0,0.31,1.1,1.1,1001,902,99,38,1,4,7,57,0,0,0,0,816,0,8,13,0.72,10,2,0,0,0,1,2,0.11,1,0,0,0,0,1,1166,120,521,582,75,12,1166,11,1,9.1,7,63.6,592,3428,2213,32,16,1,10,1,682,10,0,6,5,2,7,21,0,0,0,103,26,25,51
"2022-2023","Utrecht","Eredivisie","Luuk Brouwers","NED","MF","24",18,1623,18,0,1,1,0,0,0,5,0,0.8,0.8,1.5,2.3,18,87,26,0,0.06,0.06,0,0.06,0.05,0.08,0.13,0.05,0.13,24,18,30,18,10,15,5,11,24,45.8,13,23,8,15,26,56,32,0,704,829,84.9,12722,3930,291,335,86.9,309,346,89.3,87,110,79.1,1.5,1.5,-0.5,10,82,11,4,87,0,9,4,44.4,0.5,0.22,0,0,20.2,0,0,0,0.09,-0.8,-0.8,829,802,26,17,1,5,13,7,0,0,0,0,704,1,12,33,1.83,31,0,0,1,1,0,2,0.11,2,0,0,0,0,0,992,50,255,594,153,18,992,12,3,25,5,41.7,448,2288,1048,18,19,5,11,6,608,26,0,19,14,1,13,18,0,0,0,117,17,25,40.5
"2022-2023","Utrecht","Eredivisie","Can Bozdogan","GER","MF","21",15,1560,17.3,1,5,6,1,0,0,3,0,2.2,2.2,3.5,5.7,30,58,40,0.06,0.29,0.35,0.06,0.35,0.13,0.2,0.33,0.13,0.33,24,17.3,43,28,13,24,6,12,29,41.4,17,19,0,19,15,58,22,0,659,835,78.9,11325,2728,291,333,87.4,272,313,86.9,66,134,49.3,3.5,3.4,1.5,20,57,7,0,58,1,34,16,47.1,1.96,0.92,0.03,0.06,23.4,2,0,0,0.06,-1.2,-1.2,835,741,93,32,4,6,70,4,57,42,8,0,659,1,17,43,2.48,25,11,3,3,1,0,8,0.46,3,4,0,1,0,0,1075,33,198,587,304,25,1075,64,30,46.9,23,35.9,544,2936,1364,30,29,3,43,23,667,40,0,25,26,0,70,28,0,0,0,114,9,5,64.3
"2022-2023","Utrecht","Eredivisie","Bas Dost","NED","FW","33",14,1352,15,9,2,11,9,0,0,2,0,6.1,6.1,1.9,8,3,48,58,0.6,0.13,0.73,0.6,0.73,0.41,0.12,0.53,0.41,0.53,22,15,10,8,2,7,1,4,12,33.3,8,11,4,7,2,12,25,0,280,428,65.4,3741,1015,163,238,68.5,87,134,64.9,9,16,56.3,1.9,2.6,0.1,19,42,7,0,48,9,36,18,50,2.4,1.2,0.25,0.5,10.6,0,0,0,0.17,2.9,2.9,428,411,16,0,0,1,0,0,0,0,0,0,280,1,4,44,2.93,38,1,1,3,1,0,5,0.33,3,0,1,1,0,0,557,29,53,318,186,69,557,3,3,100,0,0,224,550,205,3,6,1,21,9,428,58,0,9,3,5,0,8,0,0,0,24,90,42,68.2
"2022-2023","Utrecht","Eredivisie","Daishawn Redan","NED","FW","21",10,732,8.1,1,0,1,1,0,0,1,0,3.3,3.3,0.9,4.2,18,12,49,0.12,0,0.12,0.12,0.12,0.4,0.12,0.52,0.4,0.52,14,8.1,9,4,1,7,1,5,7,71.4,2,5,1,4,0,9,3,0,116,162,71.6,1581,292,69,87,79.3,42,56,75,2,5,40,0.9,0.8,-0.9,8,9,4,0,12,1,16,8,50,1.97,0.98,0.06,0.13,13.2,0,0,0,0.2,-2.3,-2.3,162,154,8,1,0,1,5,3,0,0,0,0,116,0,5,17,2.09,14,0,0,2,1,0,0,0,0,0,0,0,0,0,244,2,20,107,121,35,244,8,2,25,6,75,133,818,455,18,9,9,26,10,168,49,0,10,12,6,5,4,0,0,0,25,8,10,44.4
"2022-2023","Utrecht","Eredivisie","Hidde ter Avest","NED","DF","25",9,872,9.7,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.6,16,42,53,0,0,0,0,0,0.02,0.05,0.06,0.02,0.06,20,9.7,26,16,11,10,5,16,23,69.6,7,6,2,4,17,43,40,0,437,592,73.8,6720,2993,248,281,88.3,152,215,70.7,24,60,40,0.4,0.6,-0.4,7,31,8,6,42,0,4,3,75,0.41,0.31,0,0,15.8,0,0,0,0.04,-0.1,-0.1,592,448,144,11,0,2,34,133,0,0,0,0,437,0,20,21,2.17,16,4,1,0,0,0,2,0.21,1,1,0,0,0,0,704,56,223,273,210,14,704,8,3,37.5,5,62.5,260,1086,623,16,8,5,2,2,331,53,0,9,3,0,34,16,0,0,0,56,16,11,59.3
"2022-2023","Utrecht","Eredivisie","Djevencio van der Kust","NED","DF","21",7,578,6.4,0,0,0,0,0,0,1,0,0.3,0.3,1,1.3,11,14,33,0,0,0,0,0,0.05,0.15,0.21,0.05,0.21,8,6.4,16,8,11,4,1,13,18,72.2,5,12,1,11,8,24,17,0,207,269,77,3528,996,95,111,85.6,95,123,77.2,14,25,56,1,1.2,-1,8,13,7,5,14,0,3,0,0,0.47,0,0,NA,12.1,0,0,0,0.11,-0.3,-0.3,269,227,42,5,0,0,27,36,1,0,0,1,207,0,5,15,2.34,13,2,0,0,0,0,1,0.16,1,0,0,0,0,0,351,18,105,148,101,11,351,7,1,14.3,4,57.1,178,1055,517,11,12,0,10,6,198,33,0,4,5,0,27,8,0,0,0,24,4,4,50
"2022-2023","Utrecht","Eredivisie","Moussa Sylla","FRA","FW,MF","22",5,531,5.9,1,1,2,1,0,0,0,0,0.7,0.7,1.6,2.3,19,15,54,0.17,0.17,0.34,0.17,0.34,0.12,0.27,0.38,0.12,0.38,10,5.9,5,1,4,1,0,2,6,33.3,4,3,0,3,5,10,7,0,140,218,64.2,2275,780,63,76,82.9,50,78,64.1,14,27,51.9,1.6,1.6,-0.6,15,4,11,6,15,1,10,3,30,1.69,0.51,0.1,0.33,14.2,0,0,0,0.07,0.3,0.3,218,213,5,0,0,0,38,5,0,0,0,0,140,0,18,21,3.56,16,0,1,2,2,0,1,0.17,1,0,0,0,0,0,275,11,54,92,132,23,275,16,5,31.3,9,56.3,144,1018,552,19,13,4,6,11,187,54,0,2,9,0,38,1,0,0,0,39,10,13,43.5
"2022-2023","Utrecht","Eredivisie","Victor Jensen","DEN","FW,MF","22",4,483,5.4,1,1,2,1,0,0,0,0,0.6,0.6,0.2,0.8,11,19,33,0.19,0.19,0.37,0.19,0.37,0.12,0.04,0.15,0.12,0.15,12,5.4,11,5,6,4,1,1,9,11.1,8,3,0,3,3,14,2,1,179,230,77.8,2676,467,108,125,86.4,56,65,86.2,11,23,47.8,0.2,0.2,0.8,3,11,2,0,19,1,9,2,22.2,1.68,0.37,0.11,0.5,15.3,0,0,0,0.07,0.4,0.4,230,222,6,3,0,2,8,2,0,0,0,0,179,2,6,9,1.68,7,0,0,1,1,0,3,0.56,2,0,0,1,0,0,296,6,49,158,90,16,296,9,5,55.6,2,22.2,179,947,455,11,11,2,15,9,208,33,0,6,10,0,8,5,0,0,0,37,4,5,44.4
"2022-2023","Utrecht","Eredivisie","Ramon Hendriks","NED","DF","21",4,298,3.3,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0.01,0,0.01,0.01,0.01,4,3.3,7,2,5,2,0,3,4,75,1,3,1,2,2,9,15,0,122,169,72.2,2267,811,52,62,83.9,49,72,68.1,16,25,64,0,0.3,0,0,2,1,0,6,0,1,0,0,0.3,0,0,NA,11.4,0,0,0,0.04,0,0,169,147,22,4,0,3,7,18,0,0,0,0,122,0,1,6,1.81,4,0,2,0,0,0,0,0,0,0,0,0,0,0,205,23,99,71,37,6,205,2,2,100,0,0,99,525,276,5,1,2,2,1,103,11,0,4,2,0,7,2,0,0,0,16,12,6,66.7
"2022-2023","Utrecht","Eredivisie","Ruben Kluivert","NED","DF","21",3,428,4.8,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,14,2,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,13,4.8,13,7,11,2,0,8,10,80,2,3,2,1,14,27,24,0,264,322,82,5434,1843,76,84,90.5,154,170,90.6,32,60,53.3,0.1,0.1,-0.1,2,9,0,0,14,0,1,1,100,0.21,0.21,0,0,23.9,0,0,0,0.03,0,0,322,313,9,6,0,0,0,3,0,0,0,0,264,0,1,3,0.63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,389,55,204,180,6,2,389,1,1,100,0,0,229,1053,491,0,2,0,7,0,258,2,0,7,0,0,0,7,0,0,0,29,14,9,60.9
"2022-2023","Utrecht","Eredivisie","Bart Ramselaar","NED","FW","26",3,346,3.8,0,0,0,0,0,0,1,0,0.5,0.5,0.7,1.2,9,6,26,0,0,0,0,0,0.13,0.18,0.31,0.13,0.31,9,3.8,8,7,3,4,1,4,8,50,4,6,1,5,1,9,1,0,121,149,81.2,1750,312,73,85,85.9,37,40,92.5,5,11,45.5,0.7,1.1,-0.7,4,5,2,2,6,0,8,0,0,2.08,0,0,NA,20.2,0,0,0,0.07,-0.5,-0.5,149,145,4,0,0,1,7,2,0,0,0,0,121,0,5,9,2.33,6,0,0,3,0,0,0,0,0,0,0,0,0,0,192,2,20,100,73,10,192,11,4,36.4,4,36.4,121,615,262,9,5,3,4,2,137,26,0,1,4,1,7,7,0,0,0,19,2,6,25
"2022-2023","Utrecht","Eredivisie","Amin Younes","GER","FW,MF","28",3,337,3.7,0,2,2,0,0,0,0,0,0.2,0.2,0.9,1.1,12,22,29,0,0.53,0.53,0,0.53,0.05,0.23,0.28,0.05,0.28,10,3.7,9,5,4,5,0,2,7,28.6,5,6,0,6,0,9,1,0,159,195,81.5,2491,533,84,94,89.4,51,59,86.4,18,27,66.7,0.9,0.7,1.1,9,11,10,3,22,0,3,0,0,0.8,0,0,NA,17.7,0,0,0,0.06,-0.2,-0.2,195,180,14,1,0,2,14,9,4,2,1,0,159,1,7,13,3.47,12,1,0,0,0,0,3,0.8,3,0,0,0,0,0,236,4,43,110,87,10,236,22,9,40.9,11,50,140,848,388,12,5,4,8,5,174,29,0,5,5,0,14,5,0,0,0,21,0,0,NA
"2022-2023","Utrecht","Eredivisie","Naoki Maeda","JPN","FW","27",3,265,2.9,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.8,9,7,37,0,0,0,0,0,0.23,0.05,0.28,0.23,0.28,11,2.9,4,3,1,1,2,2,4,50,2,1,0,1,3,7,6,0,75,93,80.6,958,188,47,53,88.7,22,24,91.7,1,1,100,0.2,0.2,-0.2,2,0,5,1,7,0,6,2,33.3,2.04,0.68,0,0,15.3,0,0,0,0.11,-0.7,-0.7,93,92,1,0,0,0,6,1,0,0,0,0,75,0,5,10,3.38,6,0,2,2,0,0,2,0.68,1,0,0,1,0,0,134,8,19,36,79,11,134,10,3,30,5,50,65,485,214,9,5,4,8,2,94,37,0,0,3,2,6,3,0,0,0,10,2,2,50
