"Season","Squad","Comp","Player","Nation","Pos","Age","MP","Starts_Playing_Time","Min_Playing_Time","Mins_Per_90_Playing_Time","Gls","Ast","G+A","G_minus_PK","PK","PKatt","CrdY","CrdR","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per_Minutes","Ast_Per_Minutes","G+A_Per_Minutes","G_minus_PK_Per_Minutes","G+A_minus_PK_Per_Minutes","xG_Per_Minutes","xAG_Per_Minutes","xG+xAG_Per_Minutes","npxG_Per_Minutes","npxG+xAG_Per_Minutes","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","xAG","xA","A_minus_xAG","KP","Final_Third","PPA","CrsPA","PrgP","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","Att","Live_Pass_Types","Dead_Pass_Types","FK_Pass_Types","TB_Pass_Types","Sw_Pass_Types","Crs_Pass_Types","TI_Pass_Types","CK_Pass_Types","In_Corner_Kicks","Out_Corner_Kicks","Str_Corner_Kicks","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","SCA_SCA","SCA90_SCA","PassLive_SCA_Types","PassDead_SCA_Types","TO_SCA_Types","Sh_SCA_Types","Fld_SCA_Types","Def_SCA_Types","GCA_GCA","GCA90_GCA","PassLive_GCA_Types","PassDead_GCA_Types","TO_GCA_Types","Sh_GCA_Types","Fld_GCA_Types","Def_GCA_Types","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take_Ons","Succ_Take_Ons","Succ_percent_Take_Ons","Tkld_Take_Ons","Tkld_percent_Take_Ons","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial_Duels","Lost_Aerial_Duels","Won_percent_Aerial_Duels"
"2022-2023","Vizela","Primeira Liga","Alexis Méndez","USA","MF,FW","21",30,12,1418,15.8,1,2,3,1,0,0,9,0,1.5,1.5,2,3.5,14,79,48,0.06,0.13,0.19,0.06,0.19,0.1,0.13,0.23,0.1,0.23,15.8,40,18,14,19,7,14,29,48.3,15,13,1,12,16,56,15,0,499,659,75.7,8166,3098,251,302,83.1,177,219,80.8,49,95,51.6,2,1.8,0,19,75,17,6,79,1,28,10,35.7,1.78,0.63,0.04,0.1,23.5,4,0,0,0.06,-0.5,-0.5,659,600,58,28,1,3,52,7,22,16,5,0,499,1,11,46,2.93,35,4,2,3,0,2,4,0.25,3,0,0,1,0,0,831,22,156,450,231,15,831,25,13,52,10,40,388,1768,769,14,12,1,28,13,498,48,0,24,17,0,52,18,0,0,0,101,12,11,52.2
"2022-2023","Vizela","Primeira Liga","Tomás Costa Silva","POR","DF","22",22,12,1175,13.1,1,2,3,1,0,0,4,1,0.5,0.5,1.5,2,25,52,65,0.08,0.15,0.23,0.08,0.23,0.04,0.12,0.15,0.04,0.15,13.1,45,28,32,10,3,29,44,65.9,15,19,5,14,22,67,46,0,424,615,68.9,6761,3025,240,274,87.6,140,209,67,34,92,37,1.5,1.2,0.5,17,38,23,8,52,1,6,3,50,0.46,0.23,0.17,0.33,15.3,0,0,0,0.08,0.5,0.5,615,488,122,7,0,0,38,114,1,0,0,0,424,5,18,36,2.76,31,1,1,1,1,1,2,0.15,2,0,0,0,0,0,789,45,255,314,232,15,789,21,9,42.9,8,38.1,335,1664,891,25,18,3,20,7,407,65,1,17,28,2,38,28,0,0,0,77,18,16,52.9
"2022-2023","Vizela","Primeira Liga","Kévin Zohi","MLI","FW,MF","25",25,10,900,10,2,3,5,2,0,0,1,0,2.6,2.6,1.9,4.6,23,32,67,0.2,0.3,0.5,0.2,0.5,0.26,0.19,0.46,0.26,0.46,10,18,7,6,8,4,8,15,53.3,7,11,0,11,5,23,8,0,191,271,70.5,2765,713,101,131,77.1,65,89,73,10,19,52.6,1.9,1.7,1.1,15,15,10,3,32,2,26,9,34.6,2.6,0.9,0.08,0.22,17.4,0,0,0,0.1,-0.6,-0.6,271,267,2,0,2,2,14,2,0,0,0,0,191,2,11,31,3.1,19,0,5,5,2,0,4,0.4,2,0,1,1,0,0,405,6,55,160,196,37,405,36,20,55.6,15,41.7,233,1135,606,23,10,6,27,10,273,67,0,8,13,1,14,7,0,0,0,50,10,22,31.3
"2022-2023","Vizela","Primeira Liga","Matheus Pereira","BRA","DF","21",18,8,808,9,1,2,3,1,0,0,5,0,0.2,0.2,1,1.2,23,34,31,0.11,0.22,0.33,0.11,0.33,0.02,0.11,0.14,0.02,0.14,9,20,8,11,8,1,16,25,64,9,12,3,9,10,30,17,0,407,569,71.5,5954,2690,247,277,89.2,132,183,72.1,20,67,29.9,1,0.7,1,7,24,10,3,34,1,2,1,50,0.22,0.11,0.5,1,17.3,0,0,0,0.1,0.8,0.8,569,453,115,7,0,0,19,107,1,0,0,0,407,1,28,16,1.78,10,2,2,0,2,0,2,0.22,2,0,0,0,0,0,670,31,217,307,150,6,670,18,8,44.4,7,38.9,317,1822,947,23,14,2,12,4,372,31,0,23,14,0,19,8,0,0,0,55,8,12,40
"2022-2023","Vizela","Primeira Liga","Pedro Ortiz","ESP","MF","21",9,5,481,5.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,3,12,2,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,5.3,19,11,5,12,2,11,20,55,9,6,3,3,6,25,9,0,243,279,87.1,4202,1120,108,123,87.8,102,111,91.9,24,30,80,0.1,0.3,-0.1,2,14,0,0,12,0,2,0,0,0.37,0,0,NA,15.1,0,0,0,0.05,-0.1,-0.1,279,267,11,9,0,1,1,2,0,0,0,0,243,1,5,6,1.12,5,0,0,0,0,1,1,0.19,1,0,0,0,0,0,337,14,92,224,23,5,337,6,4,66.7,2,33.3,158,607,245,3,2,0,5,6,220,2,0,12,3,0,1,11,0,0,0,32,5,4,55.6
"2022-2023","Vizela","Primeira Liga","Osama Rashid","IRQ","MF,FW","30",18,4,377,4.2,1,0,1,1,0,0,3,0,0.3,0.3,0.9,1.2,4,22,3,0.24,0,0.24,0.24,0.24,0.08,0.21,0.29,0.08,0.29,4.2,2,0,1,1,0,1,6,16.7,5,7,1,6,4,6,8,0,162,213,76.1,2869,1060,74,84,88.1,64,76,84.2,21,43,48.8,0.9,0.5,-0.9,7,24,1,0,22,1,10,4,40,2.39,0.95,0.1,0.25,26,2,0,0,0.03,0.7,0.7,213,185,26,10,0,0,22,0,16,14,2,0,162,2,1,14,3.35,8,4,0,1,0,1,0,0,0,0,0,0,0,0,256,10,51,155,51,3,256,1,1,100,0,0,121,632,205,4,2,1,2,2,140,3,0,6,5,0,22,0,0,0,0,25,9,2,81.8
"2022-2023","Vizela","Primeira Liga","Carlos Isaac","ESP","DF","24",9,3,348,3.9,0,0,0,0,0,0,2,0,0,0,0.1,0.1,8,6,9,0,0,0,0,0,0,0.02,0.02,0,0.02,3.9,12,7,3,7,2,11,11,100,0,3,2,1,5,17,14,0,118,176,67,2094,981,54,62,87.1,50,73,68.5,11,30,36.7,0.1,0.1,-0.1,3,8,3,2,6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,176,129,46,1,1,0,9,44,1,1,0,0,118,1,5,6,1.55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,217,15,73,109,37,2,217,1,0,0,1,100,68,346,199,8,2,1,5,1,79,9,0,2,6,0,9,7,0,0,0,29,5,7,41.7
"2022-2023","Vizela","Primeira Liga","Alexander Schmidt","AUT","FW","24",10,3,321,3.6,0,0,0,0,0,0,1,0,1.3,1.3,0.7,1.9,1,7,22,0,0,0,0,0,0.36,0.19,0.55,0.36,0.55,3.6,2,2,0,2,0,2,2,100,0,4,0,4,2,4,5,0,43,76,56.6,634,183,28,42,66.7,12,20,60,3,6,50,0.7,0.2,-0.7,5,5,3,0,7,0,14,6,42.9,3.93,1.68,0,0,14.1,0,0,0,0.09,-1.3,-1.3,76,70,4,0,1,0,0,0,0,0,0,0,43,2,3,11,3.08,7,0,0,2,1,1,0,0,0,0,0,0,0,0,125,6,9,53,64,19,125,4,2,50,2,50,48,173,74,1,5,1,8,8,83,22,0,4,3,2,0,2,0,0,0,9,13,23,36.1
"2022-2023","Vizela","Primeira Liga","Diego Rosa","BRA","MF,FW","19",9,3,257,2.9,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,4,5,2,0,0,0,0,0,0.05,0.1,0.16,0.05,0.16,2.9,10,5,5,4,1,6,12,50,6,6,2,4,5,15,7,0,73,108,67.6,1352,609,34,37,91.9,26,36,72.2,9,28,32.1,0.3,0.2,-0.3,3,9,0,0,5,0,6,1,16.7,2.1,0.35,0,0,32.1,1,0,0,0.03,-0.2,-0.2,108,89,17,7,2,2,17,2,7,4,2,0,73,2,1,3,1.05,0,3,0,0,0,0,0,0,0,0,0,0,0,0,151,10,40,82,31,1,151,4,1,25,2,50,59,316,173,4,1,1,5,0,73,2,0,3,2,0,17,5,0,1,0,19,3,2,60
"2022-2023","Vizela","Primeira Liga","Matías Lacava","VEN","FW,MF","19",15,2,353,3.9,1,0,1,1,0,0,0,0,1.7,1.7,0.1,1.8,17,6,29,0.25,0,0.25,0.25,0.25,0.44,0.02,0.46,0.44,0.46,3.9,7,4,2,4,1,1,7,14.3,6,5,0,5,1,8,1,0,87,117,74.4,1124,230,51,58,87.9,23,28,82.1,4,11,36.4,0.1,0.1,-0.1,1,8,1,1,6,1,10,3,30,2.55,0.76,0.1,0.33,18.4,0,0,0,0.17,-0.7,-0.7,117,112,5,1,1,0,10,4,0,0,0,0,87,0,6,5,1.28,1,0,1,1,2,0,0,0,0,0,0,0,0,0,179,3,28,69,88,12,179,32,15,46.9,10,31.3,109,917,475,17,6,3,7,8,122,29,0,12,12,0,10,4,0,1,0,29,2,4,33.3
"2022-2023","Vizela","Primeira Liga","Friday Etim","NGA","FW","20",19,1,445,4.9,2,0,2,2,0,0,2,0,2.7,2.7,1.5,4.2,6,12,30,0.4,0,0.4,0.4,0.4,0.56,0.3,0.86,0.56,0.86,4.9,6,3,1,3,2,4,4,100,0,3,0,3,4,10,2,0,68,98,69.4,959,195,34,47,72.3,26,35,74.3,1,1,100,1.5,0.6,-1.5,12,6,4,0,12,2,21,10,47.6,4.25,2.02,0.1,0.2,13.2,0,0,0,0.13,-0.7,-0.7,98,91,6,0,2,0,0,1,0,0,0,0,68,1,5,17,3.45,12,0,1,2,2,0,1,0.2,1,0,0,0,0,0,193,2,7,83,104,36,193,20,6,30,12,60,108,519,177,6,6,3,23,14,136,30,0,18,7,2,0,3,0,0,0,18,23,24,48.9
"2022-2023","Vizela","Primeira Liga","Mohamed Aidara","CIV","DF,FW","25",6,1,242,2.7,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2.7,3,1,3,0,0,3,3,100,0,2,2,0,2,5,8,0,88,102,86.3,1554,555,28,29,96.6,49,52,94.2,7,16,43.8,0,0,0,0,0,0,0,2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,102,100,2,2,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,25,88,36,1,1,124,0,0,NA,0,NA,74,330,160,1,0,0,2,0,77,0,0,0,0,0,0,1,0,0,0,14,2,3,40
"2022-2023","Vizela","Primeira Liga","Monsuru Opeyemi","NGA","FW","18",1,1,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,2,0,0,0,0,0,0.24,0,0.24,0.24,0.24,0.5,0,0,0,0,0,0,0,NA,0,2,0,2,0,0,0,0,5,9,55.6,83,26,2,4,50,3,5,60,0,0,NA,0,0,0,0,0,0,0,1,0,1,1,100,2,2,0,0,13.5,0,0,0,0.12,-0.1,-0.1,9,8,1,0,0,0,0,0,0,0,0,0,5,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,8,6,2,16,1,0,0,1,100,8,53,30,0,0,0,3,1,11,2,0,0,0,0,0,0,0,0,0,2,2,0,100
"2022-2023","Vizela","Primeira Liga","Alejandro Alvarado Jr.","USA","FW,MF","19",5,0,71,0.8,0,0,0,0,0,0,1,0,0.8,0.8,0,0.8,3,2,4,0,0,0,0,0,1.07,0,1.07,1.07,1.07,0.8,2,0,1,1,0,0,2,0,2,3,1,2,0,2,1,0,10,19,52.6,152,57,4,8,50,4,6,66.7,1,1,100,0,0,0,0,1,0,0,2,0,3,2,66.7,3.8,2.54,0,0,9.2,0,0,0,0.27,-0.8,-0.8,19,19,0,0,0,0,1,0,0,0,0,0,10,0,2,1,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,7,14,17,4,36,8,4,50,4,50,21,161,74,3,2,0,3,0,23,4,0,3,0,0,1,0,0,0,0,5,2,3,40
"2022-2023","Vizela","Primeira Liga","Francis Cann","GHA","FW","24",3,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0.1,0,0.1,0.1,0.1,0.4,0,0,0,0,0,0,1,0,1,2,0,2,1,1,0,0,12,14,85.7,200,89,5,5,100,4,5,80,2,3,66.7,0,0.1,0,0,1,1,0,2,0,1,1,100,2.5,2.5,0,0,15.3,0,0,0,0.04,0,0,14,14,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,7,9,10,2,26,1,0,0,1,100,16,71,29,0,0,0,2,2,10,5,0,1,1,0,0,0,0,0,0,10,0,3,0
"2022-2023","Vizela","Primeira Liga","Andrés Sarmiento","COL","FW,MF","24",4,0,32,0.4,0,0,0,0,0,0,0,1,0.1,0.1,0,0.1,2,0,2,0,0,0,0,0,0.27,0.04,0.3,0.27,0.3,0.4,2,1,0,2,0,2,3,66.7,1,1,0,1,1,3,0,0,3,7,42.9,18,0,2,3,66.7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.81,0,0,NA,15.7,0,0,0,0.09,-0.1,-0.1,7,7,0,0,0,0,1,0,0,0,0,0,3,0,1,2,5.81,1,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,7,2,18,3,2,66.7,1,33.3,11,123,41,2,1,0,2,1,10,2,0,3,2,1,1,1,0,0,0,1,0,0,NA
"2022-2023","Vizela","Primeira Liga","Hugo Oliveira","POR","DF","20",1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,4,5,80,97,35,0,0,NA,3,3,100,1,2,50,0,0,0,0,1,0,0,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,0,0,5,5,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,1,5,0,0,NA,0,NA,4,24,18,1,0,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,NA
"2022-2023","Rio Ave","Primeira Liga","Gonçalo Rodrigues","POR","MF","25",33,33,2901,32.2,2,2,4,2,0,0,5,1,2.6,2.6,3.9,6.4,78,188,88,0.06,0.06,0.12,0.06,0.12,0.08,0.12,0.2,0.08,0.2,32.2,64,37,18,40,6,29,72,40.3,43,25,5,20,25,89,22,1,1276,1544,82.6,24543,6372,513,566,90.6,562,652,86.2,183,270,67.8,3.9,4.3,-1.9,59,138,32,9,188,2,51,19,37.3,1.58,0.59,0.04,0.11,24.5,7,0,0,0.05,-0.6,-0.6,1544,1380,159,80,3,19,122,2,77,24,43,0,1276,5,21,116,3.6,74,25,3,4,7,3,6,0.19,2,1,1,0,2,0,1830,35,289,1082,489,27,1830,58,27,46.6,15,25.9,1001,6279,3097,78,62,4,40,30,1223,88,1,41,67,1,122,37,1,0,0,193,7,14,33.3
"2022-2023","Rio Ave","Primeira Liga","Costinha","POR","DF,MF","22",33,33,2797,31.1,3,3,6,3,0,0,5,0,3.5,3.5,3,6.5,74,106,201,0.1,0.1,0.19,0.1,0.19,0.11,0.1,0.21,0.11,0.21,31.1,106,63,49,49,8,60,102,58.8,42,76,16,60,40,146,81,0,1029,1465,70.2,17803,6448,484,575,84.2,440,592,74.3,88,213,41.3,3,2.6,0,24,76,27,20,106,3,26,15,57.7,0.84,0.48,0.12,0.2,17.3,0,0,0,0.13,-0.5,-0.5,1465,1117,346,33,1,19,124,313,0,0,0,0,1029,2,43,60,1.93,45,4,6,5,0,0,5,0.16,5,0,0,0,0,0,1960,102,548,867,564,52,1960,79,23,29.1,41,51.9,845,5197,2564,74,64,7,60,42,946,201,0,49,52,6,124,63,0,2,0,182,49,56,46.7
"2022-2023","Rio Ave","Primeira Liga","Aderlan Santos","BRA","DF","33",32,32,2821,31.3,1,0,1,1,0,0,3,1,1.6,1.6,0.2,1.7,3,57,0,0.03,0,0.03,0.03,0.03,0.05,0.01,0.06,0.05,0.06,31.3,55,35,35,20,0,22,34,64.7,12,41,27,14,53,108,167,1,1568,1798,87.2,31039,12403,451,495,91.1,940,985,95.4,159,276,57.6,0.2,0.5,-0.2,4,50,1,0,57,1,21,6,28.6,0.67,0.19,0.05,0.17,19.5,1,0,0,0.08,-0.6,-0.6,1798,1755,37,36,1,2,1,1,0,0,0,0,1568,6,8,25,0.8,22,0,0,3,0,0,2,0.06,2,0,0,0,0,0,2177,268,1174,970,39,25,2177,7,4,57.1,1,14.3,1114,4525,2221,3,3,0,9,2,1440,0,0,34,13,1,1,35,0,0,1,156,94,64,59.5
"2022-2023","Rio Ave","Primeira Liga","Patrick","BRA","DF","25",26,23,1901,21.1,2,1,3,2,0,0,7,0,1.3,1.3,2.7,4.1,24,113,10,0.09,0.05,0.14,0.09,0.14,0.06,0.13,0.19,0.06,0.19,21.1,38,26,21,12,5,24,38,63.2,14,20,10,10,24,62,76,0,1061,1296,81.9,20613,7662,358,412,86.9,561,632,88.8,130,210,61.9,2.7,2.6,-1.7,12,103,13,6,113,2,19,2,10.5,0.9,0.09,0.11,1,19.3,2,0,0,0.07,0.7,0.7,1296,1232,59,39,2,21,17,20,0,0,0,0,1061,5,18,40,1.89,35,2,0,2,1,0,3,0.14,3,0,0,0,0,0,1511,127,663,755,102,17,1511,16,7,43.8,8,50,813,4214,2398,24,21,0,14,7,1028,10,0,35,12,0,17,26,0,0,0,114,35,24,59.3
"2022-2023","Rio Ave","Primeira Liga","Fábio Conceição","POR","DF,MF","21",31,22,1977,22,3,3,6,3,0,0,3,0,4,3.2,2.2,5.5,61,55,143,0.14,0.14,0.27,0.14,0.27,0.18,0.1,0.28,0.15,0.25,22,32,19,17,11,4,20,43,46.5,23,18,6,12,22,54,14,0,604,763,79.2,9323,2937,349,402,86.8,208,250,83.2,34,67,50.7,2.2,2.3,0.8,21,38,23,7,55,3,28,10,35.7,1.27,0.46,0.11,0.3,16.7,0,0,0,0.12,-1,-0.2,763,625,129,5,2,5,41,122,0,0,0,0,604,9,17,60,2.73,41,1,3,4,8,3,6,0.27,5,0,0,0,1,0,1047,31,207,486,370,52,1047,114,38,33.3,63,55.3,627,3795,2202,61,35,15,45,34,685,143,0,26,48,0,41,19,0,0,1,108,8,19,29.6
"2022-2023","Rio Ave","Primeira Liga","Emmanuel Boateng","GHA","FW,MF","26",28,21,1862,20.7,6,0,6,6,0,1,5,0,6.6,5.6,1.5,7.1,15,16,97,0.29,0,0.29,0.29,0.29,0.32,0.07,0.39,0.27,0.34,20.7,12,6,5,4,3,4,9,44.4,5,10,1,9,4,16,11,0,197,279,70.6,2599,474,121,148,81.8,51,72,70.8,8,15,53.3,1.5,0.7,-1.5,14,9,6,1,16,6,46,16,34.8,2.22,0.77,0.13,0.38,14,0,0,1,0.12,-0.6,0.4,279,270,4,0,1,2,5,1,0,0,0,0,197,5,9,40,1.93,25,0,1,6,8,0,3,0.14,1,0,0,0,2,0,494,13,64,193,246,73,493,35,4,11.4,20,57.1,290,1357,563,15,13,6,55,22,363,97,0,38,47,18,5,6,2,0,0,55,54,69,43.9
"2022-2023","Rio Ave","Primeira Liga","Renato Pantalon","CRO","DF","24",22,21,1794,19.9,1,0,1,1,0,0,7,1,0.5,0.5,0.3,0.8,6,53,3,0.05,0,0.05,0.05,0.05,0.02,0.01,0.04,0.02,0.04,19.9,30,18,15,15,0,16,26,61.5,10,29,18,11,26,56,80,0,773,920,84,14637,4838,283,316,89.6,399,446,89.5,83,138,60.1,0.3,0.2,-0.3,3,56,0,0,53,1,5,2,40,0.25,0.1,0.2,0.5,9.3,0,0,0,0.1,0.5,0.5,920,886,34,33,0,2,3,1,0,0,0,0,773,0,9,11,0.55,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1124,110,561,537,31,12,1124,1,1,100,0,0,546,2273,1189,6,4,0,12,2,720,3,0,29,4,2,3,18,0,0,0,80,28,13,68.3
"2022-2023","Rio Ave","Primeira Liga","Andreas Samaris","GRE","MF","33",24,19,1406,15.6,0,1,1,0,0,0,6,0,0.4,0.4,0.5,0.9,6,61,12,0,0.06,0.06,0,0.06,0.03,0.03,0.06,0.03,0.06,15.6,34,15,13,19,2,15,29,51.7,14,26,7,19,9,43,23,0,675,813,83,12866,3547,261,300,87,304,338,89.9,95,135,70.4,0.5,1.4,0.5,11,52,10,3,61,0,15,1,6.7,0.96,0.06,0,0,27.5,5,0,0,0.03,-0.4,-0.4,813,748,58,52,5,11,7,3,3,1,0,0,675,7,11,29,1.86,25,1,1,0,2,0,2,0.13,2,0,0,0,0,0,980,48,248,636,106,2,980,23,10,43.5,9,39.1,476,1843,777,6,9,1,17,19,650,12,0,27,32,0,7,15,0,0,0,118,14,3,82.4
"2022-2023","Rio Ave","Primeira Liga","Josué Sá","POR","DF","30",18,17,1348,15,0,1,1,0,0,0,5,0,0.1,0.1,0.4,0.4,22,68,4,0,0.07,0.07,0,0.07,0,0.02,0.03,0,0.03,15,21,15,15,5,1,6,14,42.9,8,14,8,6,16,37,57,0,712,830,85.8,14120,4923,248,264,93.9,383,415,92.3,79,137,57.7,0.4,0.4,0.6,6,70,0,0,68,0,1,1,100,0.07,0.07,0,0,15.5,0,0,0,0.07,-0.1,-0.1,830,791,38,32,2,19,2,6,0,0,0,0,712,1,7,16,1.07,16,0,0,0,0,0,1,0.07,1,0,0,0,0,0,958,80,430,490,43,5,958,3,2,66.7,0,0,553,3010,1884,22,17,0,6,1,660,4,0,28,8,1,2,15,0,1,0,87,18,10,64.3
"2022-2023","Rio Ave","Primeira Liga","Abdul-Aziz Yakubu","GHA","FW","23",17,16,1281,14.2,7,3,10,5,2,2,2,0,3.8,2.2,1.6,3.7,20,12,88,0.49,0.21,0.7,0.35,0.56,0.27,0.11,0.38,0.15,0.26,14.2,4,3,1,2,1,1,3,33.3,2,6,1,5,4,8,17,0,157,238,66,1980,269,102,125,81.6,44,72,61.1,4,12,33.3,1.6,0.7,1.4,8,7,4,1,12,7,20,12,60,1.41,0.84,0.25,0.42,16.8,0,2,2,0.11,3.2,2.8,238,209,29,0,0,1,18,2,0,0,0,0,157,0,12,17,1.19,13,0,2,1,1,0,5,0.35,3,0,1,1,0,0,364,14,30,130,209,46,362,21,7,33.3,11,52.4,190,1086,408,20,15,9,33,15,256,88,0,20,19,13,18,3,1,0,0,24,15,39,27.8
"2022-2023","Rio Ave","Primeira Liga","Miguel Baeza","ESP","MF,FW","22",22,14,1077,12,0,1,1,0,0,0,0,0,0.8,0.8,1.1,1.9,26,42,53,0,0.08,0.08,0,0.08,0.07,0.09,0.16,0.07,0.16,12,10,7,2,6,2,3,10,30,7,11,2,9,7,17,11,0,333,424,78.5,5245,1208,179,206,86.9,109,133,82,30,55,54.5,1.1,1,-0.1,12,34,7,3,42,0,14,3,21.4,1.17,0.25,0,0,24.1,1,0,0,0.06,-0.8,-0.8,424,392,30,11,0,4,30,2,17,6,9,0,333,2,11,31,2.59,20,8,1,1,1,0,4,0.33,3,1,0,0,0,0,538,11,83,291,166,13,538,20,5,25,14,70,274,1584,882,26,17,2,24,8,385,53,0,8,13,0,30,7,0,0,0,49,5,9,35.7
"2022-2023","Rio Ave","Primeira Liga","João Graça","POR","MF,FW","27",19,12,1152,12.8,1,1,2,1,0,0,7,0,0.9,0.9,0.7,1.5,27,65,43,0.08,0.08,0.16,0.08,0.16,0.07,0.05,0.12,0.07,0.12,12.8,22,17,7,10,5,9,32,28.1,23,19,4,15,8,30,5,1,387,484,80,6379,1483,189,208,90.9,154,182,84.6,30,50,60,0.7,1,0.3,11,32,11,4,65,1,13,4,30.8,1.02,0.31,0.08,0.25,22.9,0,0,0,0.07,0.1,0.1,484,472,8,4,5,4,14,3,1,0,0,0,387,4,13,25,1.95,21,1,1,1,1,0,2,0.16,2,0,0,0,0,0,635,8,92,368,186,12,635,44,21,47.7,18,40.9,389,2206,986,27,25,1,23,25,450,43,0,24,19,0,14,17,0,0,0,69,14,18,43.8
"2022-2023","Rio Ave","Primeira Liga","André Pereira","POR","FW","27",21,12,999,11.1,1,3,4,0,1,2,5,0,3.8,2.3,2.5,4.7,22,19,56,0.09,0.27,0.36,0,0.27,0.35,0.22,0.57,0.2,0.43,11.1,13,9,5,5,3,4,14,28.6,10,10,2,8,4,17,9,1,236,302,78.1,3424,616,124,144,86.1,87,100,87,9,20,45,2.5,1.2,0.5,17,15,5,1,19,1,20,5,25,1.8,0.45,0,0,18.5,0,1,2,0.11,-2.8,-2.3,302,279,23,0,6,0,7,1,1,0,0,0,236,0,12,31,2.78,21,0,1,6,3,0,5,0.45,2,0,1,2,0,0,453,14,59,251,153,37,451,37,20,54.1,13,35.1,268,1712,754,22,17,2,33,24,345,56,0,40,28,5,7,9,0,0,0,40,21,29,42
"2022-2023","Rio Ave","Primeira Liga","Paulo Vitor","BRA","MF,DF","23",25,11,1109,12.3,1,1,2,1,0,0,3,0,0.7,0.7,1.4,2.1,44,18,93,0.08,0.08,0.16,0.08,0.16,0.05,0.12,0.17,0.05,0.17,12.3,22,15,18,4,0,14,25,56,11,20,2,18,14,36,21,0,351,450,78,5926,1083,192,218,88.1,115,147,78.2,38,68,55.9,1.4,1.2,-0.4,12,13,11,6,18,1,23,2,8.7,1.87,0.16,0.04,0.5,27.5,0,0,0,0.03,0.3,0.3,450,375,74,8,5,4,39,65,1,1,0,0,351,1,9,25,2.03,17,1,2,2,3,0,2,0.16,2,0,0,0,0,0,644,21,151,273,235,19,644,53,20,37.7,24,45.3,361,3472,1836,44,31,7,19,13,376,93,0,17,29,4,39,15,0,1,0,66,2,13,13.3
